,text,sentiment
1051,fam miss,0
1052,sed rica puerto,0
1053,selling thinking,0
1054,ï½ï½also Yeah win end take always slow,0
1055,wan na,0
1056,hunt ms wan na may hear snippet ask,0
1057,Big know tara long blood state wait true love season united,0
1058,wan na lamb god,0
1059,disappeared bandit sad arm lost,0
1060,speak si set wake wanted alarm Africa much soon Style miss,0
1061,puppy aw damn tick,0
1062,made sad Runner House,0
1063,Why,0
1064,girl amp looking gon na keep read know hurt guess still need Why look get thing,0
1065,need hugssnuggles,0
1066,could one bowled covered SD cry stop saw,0
1067,making guy Rachel thanks messy work,0
1068,time wishing,0
1069,bit laughing got really The bad said mum even though Bass sure hurt shes,0
1070,school tomorrow wanting,0
1071,done lower night pitch Used Whalequot comprehension quotFail org twitter client term much From corp last,0
1072,Billy hate You,0
1073,day please Thursday workweekfastforward,0
1074,feel spoiled sorry pain love show omg mad would,0
1075,ill die coaching SCS possible,0
1076,walk Wood minute believe Johns cant Barnes todayinstead way work,0
1077,ice hahahahahah make mile easily,0
1078,friend feeling going simultaneously best Can jerk sleep shift take least turn hurting,0
1079,art regression,0
1080,dont dance know,0
1081,day hard guess,0
1082,new home Jade looking,0
1083,damn missed,0
1084,tweetfinder hate trouble think background twitterwhat,0
1085,ill stupid foot plus week lol week studying uni holiday YA birthday next yeh,0
1086,neither Budget can not Proposal Room Hall Hearing Sadly April City attendquot tomorrow quotSFMTA,0
1087,afraid note read,0
1088,Tuesdayparty Move away start Sigh decide Why Rain show You invited hoped,0
1089,check like gotten havent follower spammer dont secretgarden tweet porn,0
1090,first worth selling Somebody Japan classic album release Damn thats Bay,0
1091,integrates conversation havent heard Kit many platform abt Discus,0
1092,bag louis advertising authentic fake google pissed,0
1093,lol dam sleep hot Cant cap,0
1094,girl looking gon na keep read know hurt guess still Why look thing,0
1095,month went open really sick half still good getting ago Smell,0
1096,day belong tomorrow ready,0
1097,never OT suck find OS going job Yahoo searchingFYI,0
1098,electricity tweet today,0
1099,BioProfile login Back tell get TechHelp Can answer Why create co site different edit,0
1100,Morning dying starving culpa cant blood test co fasting doc little,0
1101,morning day Great Very tired start idea,0
1102,Morning computer back All break today work little,0
1103,video grow launch mobilityvicorg though nice PC,0
1104,please still quotfollowersquot inform work,0
1105,right need hug miss,0
1106,earlier Tried get todaydidnt work,0
1107,beautiful like Img feel wasted day today amazingly pointless revision work,0
1108,morning Foot helpnot Running smart such commission,0
1109,synth night wake yielded shower hope About nothing experiment last,0
1110,find make really maker minimum bored cant sleepyand wont custom mad buy hansard,0
1111,got ooh noma nice already williams,0
1112,Now teh tak finally farm leak Ive nasa restaurant Tariq Merely given waiting Malaysian,0
1113,open Waiting test centre theory,0
1114,car van accident damn got outside road Larry alarm woman also causing main morning,0
1115,need roll earlier Sad revolution laid think get,0
1116,sudden,0
1117,someone Now want feel living Mania made,0
1118,hahahahhha going away how food gone poisoning,0
1119,havent heard yet disappointing Hannah,0
1120,everything alright,0
1121,ill want dont feel bed procrastinating,0
1122,sport bar find got watch try though think dont chance Gon na,0
1123,home The watch want Hills,0
1124,funny guess,0
1125,town leaving gon na chance moe evening planning tomorrow www,0
1126,make write wan na storyline cool enough,0
1127,sound hate know agreed love everyone,0
1128,see joined twitter youve nice art tomorrow,0
1129,making mind totally overanalyse thing sad MS Sigh think,0
1130,IP outside gardner one took Then patio Rex named,0
1131,poisoning die nao Just say thoroughly cooked taste pain needed ate raw didnt cold Smart Loops,0
1132,morning France rainy Good today gardening,0
1133,ever staying day bed today,0
1134,Not whats sorry Got wrong sure take vet Ceo feeling shes,0
1135,amp wish day feel break fast may bed til today stayed focused luck hold end must,0
1136,jealous Extremely,0
1137,set summer suck Hhh love,0
1138,password give amp forgot tell one prevent spam new way ton,0
1139,wake bedside call,0
1140,glad waiting Still one made extra though work lost hour paycheck,0
1141,Rushing know back taken whats get hospital vomiting since wrong Mus dont yesterday shes,0
1142,nose congested,0
1143,someone talk Need sleep Cant,0
1144,CANCER involucrado favor nicatrolls esta killing esa theyre por pagina THE thats decide,0
1145,cop total disappointment write close good tonight tired twitter cold everyone being,0
1146,Gets Life Worse ampamp,0
1147,shaking shuddering,0
1148,brekkie horrible place boyhood kid work called Sorting,0
1149,condolence family natasha richardson,0
1150,dont il think nawwww,0
1151,Where Derrick,0
1152,sleeping day problem Causes wide awake Needs youre stop,0
1153,today LEN missed,0
1154,Flintstones GOOD tablet suddenly vitamin miss SOOOO,0
1155,cop legitimately good,0
1156,took Twitter,0
1157,Anonymous Twitterholics think need,0
1158,sha havent heard,0
1159,heart broken,0
1160,sleep forgot,0
1161,Morning serious open need yet catering decent everyone isnt coffee,0
1162,sorry Ive failed,0
1163,amp wait Oakland Cant understand,0
1164,talking phone missing bff,0
1165,fish sigh stupid guess Need eat wondering,0
1166,friend school old elementary middle miss an,0
1167,please fix brake search twitter avatar external,0
1168,someone please like another job ive yet missed employ Haha look,0
1169,devastating iTunes USE dang episode hear get Ill,0
1170,kicked guess Wow back night good mean cant box get shout,0
1171,annoying Slideshares fail Sorry code tiny embed,0
1172,went finally today poor Why eat baby rune,0
1173,Am Nothing bored,0
1174,morning appointment dentist day,0
1175,wrote single write ironically album,0
1176,addicted PLEASE Girl away Someone take Gossip,0
1177,chat never night good puff everyone kate swetdreamss jared,0
1178,hurt throat sore Horrible,0
1179,dressed another supposegah weekday get Time,0
1180,spoon Not fork slowly pudding self enjoyable linking seafood,0
1181,premier All dressed realized ready,0
1182,wish want happy fly make afraid,0
1183,bummerrsorry missed,0
1184,sound Waking day pleasant start jackhammer way,0
1185,,0
1186,totally like screaming couldnt night focus MA made song They mph,0
1187,note gas really good long gamble pump slot machine love Nevada But,0
1188,done thing due getting still may closer baby note,0
1189,headache,0
1190,gh sick effinggggg still better get,0
1191,else want University calling loud Still bed anything donï½t,0
1192,peep tent tho seattle miss,0
1193,wish wasnt happy fly make afraid,0
1194,Errrggggg dummy hurt,0
1195,see le interesting retreating slightly cant decision Twitter anyone get update would thought,0
1196,ripped switch color,0
1197,song failed,0
1198,Feeling poor pain mel,0
1199,small still Gh break working project taking,0
1200,The square one day school something parliament happens exciting,0
1201,Shocking,0
1202,le interesting day Twitter quiet today Today kind,0
1203,hate sick,0
1204,guest blohheeee ATE IP quot today,0
1205,early,0
1206,WHAT TCH ANT UK YOU THE SIN,0
1207,car outside phone scared forgot get,0
1208,totally forgot fish night going Tw late hill OL What Thursday,0
1209,totally character house one shocked episode Lost favorite evening,0
1210,doctor hope seeing,0
1211,first SET ending pas missed didnt point part,0
1212,like warranty case void dont scratch cent found But,0
1213,boo capped lip,0
1214,enough lol parent letting party sdut confusing weird shes,0
1215,back coming Javelin though min id chance faster,0
1216,lonely bored,0
1217,Back rainy classic day Amsterdam,0
1218,like sick feel cry thats feel,0
1219,like feel anxiety verge toooooo attack day Ive,0
1220,Now time going back hard bed Lakewood ago woke hour,0
1221,Going lily watching Jonathan sleep movie batman rock busy,0
1222,mostly sigh friend hanging damn mid growing,0
1223,right subtitle germany wish bad lol dont sync work,0
1224,helpHINT Maybe INT around goofy store walking sorry would,0
1225,sorry heroic ever Did,0
1226,morning tired happy shower waterloo cold,0
1227,grand even haha away still Ive day Ill house miss shes,0
1228,desk clearing,0
1229,phone mel pic can not lol should died get shirt word signed skipped didnt every amazing describe person,0
1230,please inside let Please rain cry warm,0
1231,,0
1232,bag going packing overnight hospital tomorrow,0
1233,mostly sigh friend hanging damn spell lol able growing yeah miss,0
1234,bio name read spelt lol DARYLO wrong Them,0
1235,park Yay Guen Phantasialand holiday Morgan ready voodoo get last Colony But,0
1236,sorry saw,0
1237,landed reminded Asia website ugly KrispyKreme,0
1238,goat sad Waahahahahah Thats,0
1239,that outside make watching late roadworks office develop week next,0
1240,operate alata work naval alma,0
1241,could wish bed allergy pill take,0
1242,making find The looked mother heard worried announcement trying,0
1243,come keep wan na Saturday company anyone alone COUGH work,0
1244,ill MUST rise Then maybe sleep two thesis hour work,0
1245,chat night good lol sweet everyone kate jared dream never,0
1246,playing Gutted fantastic heard Timewarp egg missed,0
1247,morning sleeping Wishing apt need wasnt scrub awesome work,0
1248,know people back,0
1249,steven ALREADY man week school behind work,0
1250,morning ride windy today bike thanks run option great,0
1251,Thats going concert Its haha sad expensive topic probably Yes far,0
1252,didnt arrive text couple,0
1253,decided bag know dont rejoin aerobic left paying exercise co wont,0
1254,talk glove today much FC hope thanks later kiss fine yeah miss,0
1255,lot documentation interesting error website look,0
1256,job favorite You excellent,0
1257,Seal rage Navy break heart Marcus This dodgy filled Luttrell,0
1258,arch ive today much eaten,0
1259,anymore bag smell zurich,0
1260,boring computer day shit classroom university,0
1261,get bed want back,0
1262,missed Sorry,0
1263,sick life burn Worst,0
1264,Strong chance The Zoom funny today watched Only Caldeira miss,0
1265,God summer going educational Its Own official Bless,0
1266,sorry like phone doesnt,0
1267,much motivation enough,0
1268,making noon coast quite sad brat west haha,0
1269,could wish going sleep much everyone work,0
1270,One badly wake let hate note doing sheaf studied wet thing,0
1271,chance sleeping actually head ONE FUCKING Sleepy Slim,0
1272,gone money Where,0
1273,battery Now,0
1274,dont pity Australia funny get trailer think watched itunes adventureland look,0
1275,time xxx school tired holiday get,0
1276,Italy toll MG people death,0
1277,feel well latin dont down,0
1278,Www depressing,0
1279,really ditch sick another people world parish Some,0
1280,see ill talk anymore cant hope ca later aim switching jim,0
1281,car couldnt rental looked sad away fan gave discount turn msu,0
1282,petit say driver fax ordered empty BEL left ER machine came broke,0
1283,went Britney back hotel hate amazing travelling cheap fucking After,0
1284,get tricky guess good try people using twitter stop,0
1285,sad co,0
1286,triedand failed,0
1287,home And even sucksatleast OL mine cant thats School get work looking,0
1288,Back Italy dead night rocked today people ACC without home reality last,0
1289,like kill Slater trouble seems moment well Christian trying,0
1290,worth Hoping night World didnt XX Goodnight sleep shift decent get tonight last since,0
1291,look great want diana,0
1292,beauty like got really one ive yet show hurt doubt spot doesnt tomorrow hell,0
1293,separated hehehe bad,0
1294,calling Babe aint,0
1295,Pointless conquered heh job away ladder sharply tho signal antenna digital yeah Were receive far,0
1296,morning got really Good hold hope better cold everyone feeling,0
1297,rammed man Luggage decision seat rack appeared nowhere commuter vile Train fellow Special reserved claim,0
1298,shock What show awesome miss,0
1299,talking hating though boy work,0
1300,someone keep upi work,0
1301,please leave dont bday grant stay,0
1302,hate yeah,0
1303,deadshits want bad world aid inflict pain catch thing,0
1304,wrong whats,0
1305,men sick Off bed try cant sleep help,0
1306,down going back normal meeting Blimp,0
1307,dont know sad shave ppl tho moustache get cry,0
1308,remedy going goshSusy josh kill,0
1309,study going Finally sleep waking early,0
1310,friend school elementary middle miss,0
1311,Balls tune holiday without Although,0
1312,tonightand missed core son chick,0
1313,sucked tell going hill Goodnight season love Spartans,0
1314,legal study assessment need quant more process,0
1315,see plane close man hotel want ticket canceled eat soon stay cheaply,0
1316,sent when fair going guess text sound horrible repeat better would,0
1317,dear suuuucks Sorry,0
1318,Dont Yeah even know Interview,0
1319,right that like gon na got Jerry OL feel Mature delete quotTom Cruisequot fired,0
1320,turn worst date gh dream face abt used awful,0
1321,imagine something toothpic eye such,0
1322,Also wish Who feel lonely Best Friend Twitter BFFWIAMC Forever Cousin uh,0
1323,following keep sad randomly people Why stop make,0
1324,Still burn blah Spec feeling,0
1325,deadline hot,0
1326,Topshop month shirt bank suck return rest life bought account last,0
1327,earlymore woke coffee far,0
1328,cold tooooooooo,0
1329,raining night able today Guess least Why soon nice tomorrow enjoy thankful,0
1330,Michael Crichton,0
1331,URS SLO INTERNET YouTube miss,0
1332,headache feel coming,0
1333,letter one away there Your Korean use hope dont quotXquot,0
1334,Working Holy Week,0
1335,guess haha original day nothing note,0
1336,assessment harsh final mark pas today revision More well Lots tonight,0
1337,starling shipped thats nail,0
1338,cold,0
1339,border passed,0
1340,hip CD Right Not worse still good left fixed well leg hip update leg possible Cheese dysplasia,0
1341,meningitis got back Just nephew hospital might Bus,0
1342,kin vic nhiï½u Chi tang chc nay chun Bao,0
1343,cold,0
1344,tell moved watch Please vid,0
1345,day another Boo day work,0
1346,Stuck schiphol one aalsmeer around apparently driving,0
1347,Not anymore bed Daisy take manage,0
1348,agree write back twitter miss,0
1349,Poor Getting foodoops changed hope store cat mean,0
1350,pain,0
1351,band Yeah Haha used MC lost,0
1352,friend miss bcd,0
1353,harder completely Assembly requires This assembly operated tonight thought But,0
1354,day diet Hungry Wake,0
1355,head really dont lol know good wit didnt inner haha yet high tucker think killing ooh,0
1356,dinner hate cooking,0
1357,connected arent back cant,0
1358,right Italy mother italy relative people calling compassion,0
1359,Wait Sick,0
1360,please damn play say song course polite dance dont far,0
1361,Nobody find Ranger need stock battery Elinchrom Canada,0
1362,see asleep amp game wake wait might fall,0
1363,Off London today,0
1364,like mean Wow brings back memory Still cant song This sleep Smile,0
1365,issue australia talk,0
1366,And Mad let Max Not happy sleep woman deep,0
1367,Going leave getting Sorry ready today,0
1368,Got ticket speeding,0
1369,first watch breaking missed episode as,0
1370,current good challenge close,0
1371,Going who back tweet original ugly international font malayalam After look But,0
1372,revision study business,0
1373,David actually miss,0
1374,like breaking shit How Why cool doesnt happen,0
1375,ask got believe question cant answer This didnt feel awful,0
1376,morning Maybe Tweet vomit come meeting form much Font later tonight tweet,0
1377,need roll earlier Sad revolution laid think get,0
1378,Miss Would Guys Awesome Www Come Its Lao xxxx This TxtChat Here Jake Ftin Hoping Much Frikkin You Back Boy,0
1379,like here easy Dude well Thank dont Danish,0
1380,RE Lol going flawed sweet ticket OR ampamp end bought thats didnt year last PartnerInCrime,0
1381,yay mba wha can not haha lang computer upgrade,0
1382,girl never sense mean know humor,0
1383,Mm,0
1384,seat train min journey get pay lucky super,0
1385,Bet wait poll Mac,0
1386,bit Yay know navel AUT bed tore truck healing look piercing forcing dog,0
1387,mtv got sick hill posted nowhere cant straightened think online hasn wtf wow,0
1388,Work ace night Just gig one Apples Seriously tired woke begin last hour,0
1389,Explanation episode heartbreaking Today quotHousequot Episode Simple,0
1390,offended blogger frankly AGAIN writing Penguin disappointed,0
1391,wood Sorry ticket missed hear Origin yeah,0
1392,morning Good sucked Def night need strengthening kick dream world start ready knee last Bournemouth,0
1393,small need spot rot season sure hole bluepretty,0
1394,something think coming,0
1395,twitter sewing,0
1396,gon na mexico,0
1397,morning access cleaned computer cant website havent completely woke,0
1398,girl ill Hates though nothing hearing,0
1399,never MAN know recommendation trouble heard Tweet thing,0
1400,amp going shopping mary tomorrow dress,0
1401,morning Take like cough ignoring Good Stop said sad That co hoo cowboy,0
1402,gross Feeling light headed,0
1403,please charlie forgive signed thousand thanks apology,0
1404,And layoutdelay Goodnight Chess sorry major,0
1405,Well totally gon na middle field arm crushed wave stand joking,0
1406,car waiting got that break water fallen something Ive hot service bottle Feel,0
1407,committed night issue Ive camp installing boot window already middle,0
1408,yes imagine committed man sad non suicide cousin cry stop pregnant month,0
1409,damn,0
1410,Megan Murder equal,0
1411,One friend go heart Sandra poor Little Rest Cant family Peace,0
1412,morning foggy,0
1413,mouth understanding sore bad Poor feel She toilet soon thing little,0
1414,BEFORE dying going video watch RIGHT people sleep Why,0
1415,twitter doesnt portal luke,0
1416,actually watch haha They better might two kill,0
1417,lot le interesting people twitter stopped suddenly flirting cute since,0
1418,stomach nowbeen starving hour satisfied feeling,0
1419,disappointed,0
1420,bit name went terribly nearly wont surprised spoiled away link teen House via saw,0
1421,,0
1422,else want dont know want goo seriously basically anyone screwed rewrote,0
1423,baybeeee straight Dont boring even sight train lie morning hooded teen journey LMAOOO peaceful,0
1424,someone wish talk upset one like anyway,0
1425,fell book night good hommmmeeworrkkk hope,0
1426,wish Amy Hard arko earlier one ticket left sitting Sigh end alone known would Too Rang,0
1427,coldfluillnesstype find fight going keynote Sorry beat sleep without apparently woke isnt thing,0
1428,actually SCC liked Green Brian Austin HF Derek character killed Reese,0
1429,equinuxcom crashed safari t,0
1430,costume quotfire anatoliaquot situation poor fired destroyed,0
1431,morning British typical Cold need holiday road full good angry driver miserable wet time,0
1432,morning thing time really tattoo city waking sleep sociology dreaming great early,0
1433,soda summit Had Just Sour dinner sheet peach AND ounce huge bought fat worm puff as,0
1434,search guess sweetheart continues found thought,0
1435,whole hour back missed scroll gotta Jon,0
1436,finished twinzzzzzzzzzzz two year,0
1437,tumor Real need hill priority Housewives gh Missed figure catch But,0
1438,officially wish one bed around birthday Yet Erik Happy look,0
1439,training dressed hate get motivation Needs work,0
1440,make even TF doesnt today They snow Didn winter saying Tennessee tomorrow,0
1441,stop following two people,0
1442,afford like fix computer come wont buy disk key might Tried window didnt hobby work,0
1443,right game way,0
1444,fail seems Twitter twitter update lost yesterday,0
1445,paronychia hurt,0
1446,neither miiiiine shall day old someday soon siiiiike miss remember body,0
1447,enjoying Had bad back day falling Not start almost yet stair work,0
1448,CIGSRIP,0
1449,sick getting today fun much kinda paperwork,0
1450,die want Just ready built running,0
1451,didnt eveningnight job work,0
1452,Needs help anxiety crap,0
1453,bar ask curing lol ride mine shit started lmaz ready dont nice given freeway,0
1454,home back start Got end swell,0
1455,sleep throat raw can not,0
1456,winner poor seriously pilot guy friend asked,0
1457,tongue misc today burnt soup,0
1458,turn worst gh dream face abt awful,0
1459,Longing away Birthday machine sewing far,0
1460,slept havent Arghhhh Why Severe wink Insomnia,0
1461,byte Lol time,0
1462,character guess hard Sorry show sarcasm,0
1463,microwave slumdog chicken seen dash put good still Milk havent spinach anyone bet dvd thing,0
1464,got watch Just lil Mom bros work,0
1465,bad rotten one teacher around hungry gave eat dogma HAHAHAHA part god trying,0
1466,got Getting Still headache ready work,0
1467,sleeping flip lifestyle around goodbye hello work,0
1468,,0
1469,see first smoothly open dunno missing work fixed Ill hinge doesnt broke,0
1470,HY hate fallen DAN breakup Damn love boy stage miss process Pop,0
1471,waited outside never music Each always album next Thank You There amazing showed,0
1472,yet,0
1473,hallucination cooky many think ate,0
1474,dont wan na bed work,0
1475,woke much nap paper,0
1476,except comment field twitter everything add,0
1477,New say well Again MADDEN found Old,0
1478,favourite missing friend,0
1479,PLEASE BRA UBS HERE ROM EL THE DON TAN,0
1480,judge are talk want advise advisor dont,0
1481,whole pack kenya demand morocco mint truckloads tea,0
1482,bigger amp thing damn OL sad episode better Tab House tonight,0
1483,paying he att,0
1484,For game like may change twitter saying way,0
1485,fix California least hope,0
1486,,0
1487,remembered And minute Not Sad Got sleep There soon get excited HBO tonight,0
1488,bed Too leave tired,0
1489,sad House,0
1490,armsattacks creep chicken anything legsandor fridge oohhungry cold exciting kitchen,0
1491,Lol glue shoe super,0
1492,edge headache taken tablet What later door slight,0
1493,friend school All cant MG day DISNEYLAND holiday hang HEN Only Thursday two public,0
1494,need day demo annoying skin ray Finds mom sitting,0
1495,late bed shit sac likely way tomorrow work,0
1496,see never died,0
1497,year dixie old,0
1498,clock never chuffernote ever late back afro still also stay body,0
1499,new make stupid let one get old twitter page wont thing,0
1500,soon work tired,0
1501,Miss Would Awesome Www Come Its Lao xxxx This TxtChat Here Jake Ftin Hoping Much Frikkin You Back Boy,0
1502,moth phone till one age ring disease spread flash doesnt breaking,0
1503,wont race Frank Morgan,0
1504,Wales excited live,0
1505,amp blah sore keep sick coaching hate throat,0
1506,unable sleep sitting,0
1507,quite Motivated sleep feeling ick,0
1508,Princess rejected night died dear pup perhaps last,0
1509,month Gh going,0
1510,morning sleep cant,0
1511,minute know video harrowing admit especially thanks must last cried,0
1512,studied wrote JO hour Just wake bed Site min Got ta paper,0
1513,town beginning lazy dear enjoy,0
1514,brain find search say optimism need pathway neural muscle,0
1515,girl Cant sad Tracy heard today Sandra May bless soon found god cried,0
1516,need dont lol hour good day tempo omg ago started least yesterday asked should,0
1517,run futbol Had moment,0
1518,time insane even havent day these twist last,0
1519,sad ever man,0
1520,woke Twitter,0
1521,Bohol See get lady work,0
1522,eyenow Something got itch,0
1523,Makes today life appreciate thinking depressing,0
1524,Emmy clock dreaded really Its alarm hearing,0
1525,bowling ripped shit,0
1526,hug rubbish bad Doc say obviously Mate covered happy nothing thats Tell spot Tom,0
1527,Paramount fun Have Curse online miss Pics,0
1528,home girl read near gh CNN pond How terrible Cant family found body,0
1529,even Its sleepy amg sleep Cant,0
1530,know sad died How Ballet Andy,0
1531,thought,0
1532,work tweet busy understand,0
1533,le blast strength iron better spam feature nothing auto get industrial advertisement,0
1534,God like hurt That must bitch,0
1535,shift late dressed lollypop get showed,0
1536,Yeah,0
1537,morning thing time really tattoo city waking sleep sociology dreaming great early,0
1538,make line play upset pushoverdidnt msg tho meet cup HG ola get guy would hey saw,0
1539,morning wish Good good Germany today weather,0
1540,see wish Holland Japan back Dublin mom wait Debuts Cant Today,0
1541,right lot enough order day logged hr since Have Haven There arent Sooooooo custom busy catch,0
1542,right got need headache happy run bunny sinking,0
1543,please minute say hit hard especially vid sorry beware last,0
1544,gamebattles Wondering,0
1545,lane till traffic ready wait much Cant Too,0
1546,late hour wake tomorrow slept still got ta awake exam onwards yesterday since,0
1547,finished moon totally Guez didnt tonight new Almost tomorrow work finish would,0
1548,twitpix phone got wonder leave guess cant win photo cup Ill new option isnt,0
1549,Zzz usually make today,0
1550,paper Facebook late Lucky shot min able retired end screen submitted take froze,0
1551,feel Actually Ive productive reading doesnt facing work,0
1552,till forcasters well last believed afternoon lucky,0
1553,hard trout,0
1554,tip divorce She Thanks RebuildersRebuilding help breakup mom thru trying,0
1555,morning Left phone keep head died company journey,0
1556,going day well rain pour might drilling,0
1557,sleep cant ugghhh,0
1558,brandon amp Now got doh something steak eaten lunch gion series raven Ill buy work,0
1559,iphone yay New Stupid apple Not backup restoring,0
1560,gig normal getting week ready Working catering Easter cool,0
1561,sleep cant,0
1562,walk see instead annex hoping Nguyen get always family,0
1563,exactly Know man feel,0
1564,yelling lol ANG EE mummy,0
1565,want really back liked bad politician hate Oprah day left hearing Chicago dont Only,0
1566,havent heard,0
1567,Still homework,0
1568,straight plane REALLY REFUSE get suck limit fly afraid,0
1569,changed change much Why Tony,0
1570,walk Feeling bit happened yesterday school Gh today better least way idea,0
1571,leave Just another day exciting work,0
1572,Www dearly sorry,0
1573,Fuck circulation mat,0
1574,home believe sleepy today Round Rock hr Cant Were,0
1575,And sad dollar disneyland closed Haha stand pineapple,0
1576,ban going hour harder shopping acting shoe self fifth already thought imposed,0
1577,cream whip melting,0
1578,cant sleep mom woman get,0
1579,bed Lonely husband,0
1580,none Why acknowledge follower,0
1581,Stupid stomach make hurt map,0
1582,girl Spent ever time Night Wonderful oxo Best today well Missed monday FF gossip,0
1583,stupid cop luck something probably stopped get,0
1584,home keep Sitting really bored weird noise downstairs hearing creepy Kinda,0
1585,Let he know,0
1586,talking like feel guy brother figure Dis WWW cock thats You rest,0
1587,feel birthday old today,0
1588,mind truth horrible shopping forex fun Have bear,0
1589,summer anyway head Law bed HUGGERS test yet much EET must nowGot take EP love tomorrow,0
1590,due report thats working lab tonight,0
1591,doing twitter awake,0
1592,first Vegas leave party nothing backed soon disappointed talked,0
1593,msn half double effort,0
1594,putting poop,0
1595,agree,0
1596,making Washington single crazy tree pollen state,0
1597,Stupid like realised conquered something youve project year feel,0
1598,feel call hope better,0
1599,lazy need,0
1600,sorry,0
1601,AT procrastinate page three why heck Woo NOT Grad School seven Goal,0
1602,morning should bed stayed today tired,0
1603,town phone forgot charge day think dont last,0
1604,untimely hour must awake,0
1605,want one half school week dont exam tomorrow,0
1606,team The even final one suck excited would knew thing,0
1607,Its cant windy sleep scary,0
1608,kid holiday,0
1609,summer Both lol school camp boarding,0
1610,morning come going still seeing cant sleep sniffling way early,0
1611,name Bill like even know feel Gates associate nothing dont make guy,0
1612,sent amp wanted Papyrus Sad attend State email conventional,0
1613,demanding much work,0
1614,see ill believe watching day cant ah greek guy last june,0
1615,cabin back,0
1616,news Italy terrified,0
1617,Oh sup,0
1618,break spring know,0
1619,extremely hungry,0
1620,night going Its loooooooooooooooooooooooooooooooonnnnnnngggggggg work,0
1621,neither awake nobody NOBODY drunk alone,0
1622,drama ever looked Not healthier filming look though Jun Probably thought paler,0
1623,girl sad Tracy hear poor discovery Her family little,0
1624,supposed think,0
1625,Halfauds CycleWork keep good place scheme Why working DON disc enough,0
1626,worst ever irritating office choose ive cant client You project employee work,0
1627,wye really Its internet expensive This river cold,0
1628,Rammed badly really finger hurt,0
1629,suck DAN given COMPLETELY,0
1630,Dont play time let Just anymore lapse Everest subscription dont,0
1631,flu shot arm hurt work,0
1632,hill missed show love tonight,0
1633,Still prelude sell trying,0
1634,optimistic harder day getting point remain Live wont trying delayed,0
1635,Twitter,0
1636,mad MG favorite You Ill character miss,0
1637,see David Wishes June coming San phoenix figure obsessed Cook diego get way trying,0
1638,make ill promise sad puppy start face extra fresh,0
1639,morning beautiful playing damn sun bird Mousetrap shining Ive kid singing work,0
1640,DownThemAll delete photo able almost comment Didn account lost lose,0
1641,,0
1642,raining Tuesday day,0
1643,Has headache got ta huge work,0
1644,find like Aus recipe havent Germany addiction gyrus able developed,0
1645,think feel Still sign old arseholeda fucking age,0
1646,ice quite Not water frozen today rain snow nonetheless saw,0
1647,amp could needy Network Area help Metropolitan thinking,0
1648,sleep cant tired,0
1649,lol GOODNIGHT,0
1650,wall thing sound plus facing bed conditioning laying load many hearing relax air trying,0
1651,home give bit need Someone soon baby would,0
1652,day bed Finally Long tomorrow,0
1653,careful find ill trend going need night hour Gh something Read language sleep Learn Cant,0
1654,miss Airline sick going school disco Mason Too,0
1655,blog trip post canceled Our latest info See,0
1656,tide Just water yet huge casey footdeep turtle stingray low beach saw little,0
1657,playing picture working badminton old Have weight update co look fat,0
1658,Just snow saw flake,0
1659,right honeybaby like sound want lol word cant nyquil commercial sleep background look green,0
1660,Feeling bad sick spree idea running,0
1661,instead need let sleep draw wont body,0
1662,Thanks prayer difficult day,0
1663,inhaled sick need even know Hope start Whats wrong better didnt feeling,0
1664,guess haha Goodmorning let,0
1665,And trip Doesn know help gym didnt feeling,0
1666,SB find And cant cord hating swear Computerinternet tonight sidekick,0
1667,Taking test time know quietly he crap today Angus dread poorly lung function always checked,0
1668,Cars Melbourne City Victoria Department Police working,0
1669,homework,0
1670,getting realized AME attention twitter mama ishahaha,0
1671,kiss amazing Www Hershey,0
1672,amp name cereal hungry Life calling raspberry wgranola who super,0
1673,easterfest want,0
1674,give make girl let Really good rerun Monday gossip,0
1675,bag fit gon na dont hand tiny think stuff take luggage work trying,0
1676,grown isnt horror,0
1677,sick strongly considering improving missed year last,0
1678,OK give brand minority back Not Really Sad depressing stake Fool Can favourite April You,0
1679,said globe away goodbye rotting hobby,0
1680,many thing,0
1681,imagine showed dude hawaii right weather todaycant,0
1682,profile col myspace bit updating need one sad follower,0
1683,could update myspace read etc bulletin care figure You dont blogspot,0
1684,see ship blank cant thema comment,0
1685,Back minute want Zeit stay work But,0
1686,could find Hill Store cant SP Silent buy thought anywhere,0
1687,Doing Not best tax mood,0
1688,sleeping boo fan baby alone,0
1689,COL SOMBODY Dï½ ATE UT AD YOU VE REALLY THAT ï½OBE NY NEVER THOUGHT ALL AND AY AVE,0
1690,make line play upset pushoverdidnt msg tho meet cup HG ola get guy would hey saw,0
1691,Going sleep died Johnny,0
1692,decided instead sucked ive sleep homework,0
1693,Morning unfortunately sun,0
1694,need one holiday day year,0
1695,sorry hear dog,0
1696,solution found,0
1697,revision Got Spanish today,0
1698,cold outside playing yesterday,0
1699,chocolate stico,0
1700,Gaa need SMS,0
1701,name wan na dot upload listening song likewise awesome,0
1702,morning night Never person prefer,0
1703,Win tell another matter How yet without use correction dont different cert,0
1704,iTunes got Mac fault cant download anything camerakit quotstore think update awesome busyquot,0
1705,freezer dinner tonight How melted,0
1706,day duchy good goodnight,0
1707,youre mexico easter going,0
